uniqueName,superclasses,subclasses,description
PARAMAGNETIC OXYGEN ANALYSER,INSTRUMENTATION ITEM,,A &lt;PARAMAGNETIC OXYGEN ANALYSER&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;GAS ANALYSER&gt; making use of the natural paramagnetic properties of oxygen to measure its concentration
NON-DISPERSIVE INFRA-RED GAS ANALYSER,INSTRUMENTATION ITEM,,A &lt;NON-DISPERSIVE INFRA-RED GAS ANALYSER&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;GAS ANALYSER&gt; in which the absorption of a specific wavelength of infrared radiation is measured by radiating broadband an infrared through the gas and selecting a specific band by using a wavelength selective sensor as detector
DISPERSIVE INFRA-RED GAS ANALYSER,INSTRUMENTATION ITEM,,"A &lt;DISPERSIVE INFRA-RED GAS ANALYSER&gt;is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;GAS ANALYSER&gt; in which the absorption of a specific wavelength or &lt;IR&gt; radiation is measured by dispersing the &lt;IR&gt; radiation from a source through a prism, gitter, or filter before passing it through the gas, and detecting this radiation by a broad band sensor"
SOLID ELECTROLYTE OXYGEN ANALYSER,INSTRUMENTATION ITEM,,"A &lt;SOLID ELECTROLYTE OXYGEN ANALYSER&gt; is an &lt;INSTRUMENTATION ITEM&gt; and an &lt;OXYGEN CONTENT ANALYSER&gt; using the electrochemical behaviour of a solid, e.g. zirconia, at high temperature to determine the oxygen content of a fluid"
CRANE MASTER,"CONTROL SYSTEM, INSTRUMENTATION ITEM",,A &lt;CRANE MASTER&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL SYSTEM&gt; intended to control a crane
SPRING-LOADED CONSTANT DOWNSTREAM PRESSURE VALVE,INSTRUMENTATION ITEM,,An &lt;SPRING-LOADED CONSTANT DOWNSTREAM PRESSURE VALVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;PRESSURE REGULATOR&gt; that acts against a spring pressure to maintain a constant downstream pressure
ON-OFF CONTROL VALVE,INSTRUMENTATION ITEM,,"An &lt;ON-OFF CONTROL VALVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL VALVE&gt; that only has two defined positions, being fully open and fully closed"
HIGH DIFFERENTIAL PRESSURE CONTROL VALVE,INSTRUMENTATION ITEM,,A &lt;HIGH DIFFERENTIAL PRESSURE CONTROL VALVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL VALVE&gt; that is intended to operate when the downstream pressure is much lower than the upstream pressure
HIGH TEMPERATURE CONTROL VALVE,INSTRUMENTATION ITEM,,A &lt;HIGH TEMPERATURE CONTROL VALVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL VALVE&gt; that is intended to withstand high temperature operating conditions
LOW NOISE CONTROL VALVE,INSTRUMENTATION ITEM,,A &lt;LOW NOISE CONTROL VALVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL VALVE&gt; that is designed to generate low noise levels during operation
MULTIPLE SEAT CONTROL VALVE,INSTRUMENTATION ITEM,,A &lt;MULTIPLE SEAT CONTROL VALVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL VALVE&gt; and a &lt;MULTIPLE SEAT VALVE&gt;
CAGE TRIM CONTROL VALVE,INSTRUMENTATION ITEM,,"A &lt;CAGE TRIM CONTROL VALVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL VALVE&gt; that has a cage trim, which is a cylinder with openings in the wall, and which surrounds and guides the plug closure member of a plug type globe valve"
ECCENTRIC ROTATING DISC CONTROL VALVE,INSTRUMENTATION ITEM,,"An &lt;ECCENTRIC ROTATING DISC CONTROL VALVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL VALVE&gt; that uses a rotating disc as closing element, and with a design that causes the disc to take a slightly eccentric path during actuation"
MEMBRANE CONTROL VALVE,INSTRUMENTATION ITEM,,A &lt;MEMBRANE CONTROL VALVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL VALVE&gt; and a &lt;MEMBRANE VALVE&gt;
ANTI CAVITATION CONTROL VALVE,INSTRUMENTATION ITEM,,An &lt;ANTI CAVITATION CONTROL VALVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL VALVE&gt; that can be used to prevent cavitation
MIXING CONTROL VALVE,INSTRUMENTATION ITEM,,A &lt;MIXING CONTROL VALVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL VALVE&gt; that usually is self-operating and can use a control element to regulate flow input(s)
INDUCTIVE PROXIMITY PROBE,INSTRUMENTATION ITEM,,An &lt;INDUCTIVE PROXIMITY PROBE&gt;  is an &lt;INSTRUMENTATION ITEM&gt; and  a &lt;PROXIMITY MEASURING ELEMENT&gt; that senses proximity based on the use of induced magnetic fields
CAPACITANCE MOISTURE SENSOR,INSTRUMENTATION ITEM,,A &lt;CAPACITANCE MOISTURE SENSOR&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;MOISTURE SENSING ELEMENT&gt; intended to determine moisture based on the capacitance principle
CAPACITIVE PROXIMITY PROBE,INSTRUMENTATION ITEM,,"A &lt;CAPACITIVE PROXIMITY PROBE&gt;  is an &lt;INSTRUMENTATION ITEM&gt; and  a &lt;PROXIMITY MEASURING ELEMENT&gt; in which when power is applied to the sensor, an electrostatic field is generated and reacts to changes in capacitance caused by the presence of a target"
WAVE HEIGHT SENSOR,INSTRUMENTATION ITEM,,A &lt;WAVE HEIGHT SENSOR&gt; is an &lt;INSTRUMENTATION ITEM&gt; and  a &lt;HEIGHT MEASURING ELEMENT&gt; that senses wave heights and produces an output signal to represent the measured height
DATA HISTORIAN,"SYSTEM, INSTRUMENTATION ITEM, DATA STORAGE",,A &lt;DATA HISTORIAN&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;DATA STORAGE&gt; and a &lt;SYSTEM&gt; intended to capture and store large amounts of real-time data from the continuous data stream generated on the shop floor or other process related devices in a database for future analysis
MULTIPHASE METER,INSTRUMENTATION ITEM,,A &lt;MULTIPHASE METER&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;FLOW MEASURING INSTRUMENT&gt; for multiphase &lt;METERING&gt; of &lt;LIQUID&gt; and &lt;GAS&gt; flows
RFID READER,"INSTRUMENTATION ITEM, READER",,A &lt;RFID READER&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;READER&gt; that reads passive rfid tags without mechanical contact with the tag
LIMIT SWITCH SENSOR,INSTRUMENTATION ITEM,,A &lt;LIMIT SWITCH SENSOR&gt; is an &lt;INSTRUMENTATION ITEM&gt; and  a &lt;POSITION MEASURING ELEMENT&gt; that is used in conjunction with a &lt;LIMIT SWITCH&gt;
RATED CAPACITY INDICATOR,INSTRUMENTATION ITEM,,A &lt;RATED CAPACITY INDICATOR is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;WEIGHT MEASURING INSTRUMENT&gt; that provides a crane operator with information required to operate a crane within safe working limits
SPEED GOVERNOR SYSTEM,"CONTROL SYSTEM, INSTRUMENTATION ITEM",,A &lt;SPEED GOVERNOR SYSTEM&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL SYSTEM&gt; intended to control a speed by means of a governor and related equipment
ALARM SYSTEM,"SYSTEM, INSTRUMENTATION ITEM, STATE WARNER","alarm unit, BURST ALARM, MANUAL FIRE ALARM, HALON CO2 ALARM HORN, CO2 PREDISCHARGE ALARM, WARNING LAMP, ANNUNCIATOR, AUDIBLE ALARM, PUBLIC ADDRESS AND ALARM SYSTEM",An &lt;ALARM SYSTEM&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;STATE WARNER&gt; and a &lt;SYSTEM&gt; giving alarm if measured values get outside set values
BURNER FLAME DETECTOR,INSTRUMENTATION ITEM,,A &lt;BURNER FLAME DETECTOR&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;FLAME DETECTOR&gt; that is designed to detect the presence of a burner flame
PLOTTER,"INSTRUMENTATION ITEM, RECORDER",,A &lt;PLOTTER&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;RECORDER&gt; that is a pen based graph printing device
FUEL INJECTION CONTROL SYSTEM,"CONTROL SYSTEM, INSTRUMENTATION ITEM",,A &lt;FUEL INJECTION CONTROL SYSTEM&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL SYSTEM&gt; intended to control the operation of the fuel injection on an internal combustion engine
CENTRIFUGAL COMPRESSOR PROCESS CONTROL,"CONTROL SYSTEM, INSTRUMENTATION ITEM",,A &lt;CENTRIFUGAL COMPRESSOR PROCESS CONTROL&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL SYSTEM&gt; that is intended for use on a centrifugal compressor
CENTRIFUGAL COMPRESSOR BUFFER GAS CONTROL SYSTEM,"CONTROL SYSTEM, INSTRUMENTATION ITEM",,A &lt;CENTRIFUGAL COMPRESSOR BUFFER GAS CONTROL SYSTEM&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL SYSTEM&gt; intended to control the buffer gas system on a centrifugal compressor
AXIAL POSITION DETECTOR,INSTRUMENTATION ITEM,,An &lt;AXIAL POSITION DETECTOR&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;POSITION DETECTOR&gt; intended to detect a displacement in the axial direction
CENTRIFUGAL COMPRESSOR VIBRATION DETECTOR,INSTRUMENTATION ITEM,,A &lt;CENTRIFUGAL COMPRESSOR VIBRATION DETECTOR&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;VIBRATION DETECTOR&gt; for a centrifugal compressor
INFRARED PROXIMITY PROBE,INSTRUMENTATION ITEM,,"An &lt;INFRARED PROXIMITY PROBE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and  a &lt;PROXIMITY MEASURING ELEMENT&gt; that operates by sending out a beam of IR light, and then computing the distance to any nearby objects from characteristics of the returned (reflected) signal"
ACOUSTIC PROXIMITY PROBE,INSTRUMENTATION ITEM,,"An &lt;ACOUSTIC PROXIMITY PROBE&gt;  is an &lt;INSTRUMENTATION ITEM&gt; and  a &lt;PROXIMITY MEASURING ELEMENT&gt; where acoustic signals are sent out, with the time of echo return being a measure of distance to an obstacle"
DIAPHRAGM SEAL ASSEMBLY,INSTRUMENTATION ITEM,,A &lt;DIAPHRAGM SEAL ASSEMBLY&gt;  is an &lt;INSTRUMENTATION ITEM&gt; and  a &lt; GAUGE PRESSURE MEASURING ELEMENT&gt; that consists of a &lt;DIAPHRAGM SEAL&gt; and additional parts like &lt;CAPILLARY TUBE&gt; required to transfer the pressure from the fluid to the process connection of the device in focus
HYDROCARBON LEAK DETECTOR,INSTRUMENTATION ITEM,,A &lt;HYDROCARBON LEAK DETECTOR&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;FLUID LEAK DETECTOR&gt; designed to detect hydrocarbons
DIRECTIONAL CONTROL VALVE,INSTRUMENTATION ITEM,,"A &lt;DIRECTIONAL CONTROL VALVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL VALVE&gt; that operates in one direction, having a reset function"
BI-DIRECTIONAL CONTROL VALVE,INSTRUMENTATION ITEM,,A &lt;BI-DIRECTIONAL CONTROL VALVE&gt; is a &lt;BIDIRECTIONAL VALVE&gt; and a &lt;CONTROL VALVE&gt; and an &lt;INSTRUMENTATION ITEM&gt;
CHEMICAL INJECTION DOSING CONTROL VALVE,INSTRUMENTATION ITEM,,A &lt;CHEMICAL INJECTION DOSING CONTROL VALVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL VALVE&gt; which is used to control the rate and amount of the chemicals injection into the well or flowline
ACOUSTIC SAND DETECTOR,INSTRUMENTATION ITEM,,An &lt;ACOUSTIC SAND DETECTOR&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;SAND DETECTOR&gt; using acoustic signalling
CHOKE VALVE POSITION DETECTOR,INSTRUMENTATION ITEM,,A &lt;CHOKE VALVE POSITION DETECTOR&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;POSITION DETECTOR&gt; designed to measure a position of a &lt;CHOKE VALVE&gt;
WELL PRODUCTION CONTROL SYSTEM,"CONTROL SYSTEM, INSTRUMENTATION ITEM",,A &lt;WELL PRODUCTION CONTROL SYSTEM&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL SYSTEM&gt; intended to control equipment during production and/or injection operations in wells
SUBSEA PRODUCTION CONTROL SYSTEM,"CONTROL SYSTEM, INSTRUMENTATION ITEM",,A &lt;SUBSEA PRODUCTION CONTROL SYSTEM&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL SYSTEM&gt; that is a well production control system intended to be installed in a subsea environment
GATE CONTROL VALVE,INSTRUMENTATION ITEM,,A &lt;GATE CONTROL VALVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL VALVE&gt; and a &lt;GATE VALVE&gt;
ELECTROACOUSTIC TRANSDUCER,INSTRUMENTATION ITEM,,An &lt;ELECTROACOUSTIC TRANSDUCER&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;TRANSDUCER&gt; that is capable of producing an acoustic signal based on an electric signal or vice versa
ELECTROMECHANICAL TRANSDUCER,INSTRUMENTATION ITEM,,"An &lt;ELECTROMECHANICAL TRANSDUCER&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;TRANSDUCER&gt; that is designed to receive an electric input signal and to furnish a mechanical output signal, or vice versa"
ELECTROMAGNETIC TRANSDUCER,INSTRUMENTATION ITEM,,An &lt;ELECTROMAGNETIC TRANSDUCER&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;TRANSDUCER&gt; that is capable of producing an electric signal based on an electromagnetic signal or vice versa
CIRCULATION CONTROL VALVE,INSTRUMENTATION ITEM,,A &lt;CIRCULATION CONTROL VALVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL VALVE&gt; normally placed across a circulation point to allow isolation
MASS FLOW MEASURING INSTRUMENT - THERMAL,INSTRUMENTATION ITEM,,A &lt;MASS FLOW MEASURING INSTRUMENT - THERMAL&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;MASS FLOW MEASURING INSTRUMENT&gt; that handles the measurement results of a &lt;MASS FLOW MEASURING ELEMENT - THERMAL&gt;
WINDING TEMPERATURE DETECTOR,INSTRUMENTATION ITEM,,A &lt;WINDING TEMPERATURE DETECTOR&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;TEMPERATURE DETECTOR  that is designed to measure the temperature in a stator winding
PROCESS MONITORING SYSTEM,INSTRUMENTATION ITEM,,A &lt;PROCESS MONITORING SYSTEM&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;PROCESS MONITORING DEVICE&gt; that is used to monitor a process facility
WEIGHING BALANCE,INSTRUMENTATION ITEM,,"A &lt;WEIGHING BALANCE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;WEIGHT MEASURING INSTRUMENT&gt;, where &lt;WEIGHT&gt; is measured by &lt;BALANCING&gt; against a calibrated weight"
GAUGE PRESSURE MEASURING ELEMENT - TOTAL PRESSURE CELL,INSTRUMENTATION ITEM,,"A &lt;GAUGE PRESSURE MEASURING ELEMENT - TOTAL PRESSURE CELL&gt;  is an &lt;INSTRUMENTATION ITEM&gt; and  a &lt;GAUGE PRESSURE MEASURING ELEMENT&gt; that is formed from two circular plates of stainless steel. The edges of the plates are welded together to form a sealed cavity, which is filled with fluid. Then a pressure transducer is attached to the cell. The cell is installed with its sensitive surface in direct contact with the soil. The total pressure acting on that surface is transmitted to the fluid inside the cell and measured by the pressure transducer"
MASS FLOW MEASURING ELEMENT - SONIC NOZZLE,INSTRUMENTATION ITEM,,"A &lt;MASS FLOW MEASURING ELEMENT - SONIC NOZZLE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;MASS FLOW MEASURING ELEMENT&gt; that is operated by pressurizing the inlet of a venturi or evacuating its outlet in order to achieve an Inlet to Outlet pressure ratio of 1.4 to 1 or greater. This ratio maintains the Nozzle in a &amp;amp;amp;amp;quot;choked&amp;amp;amp;amp;quot; or &amp;amp;amp;amp;quot;sonic&amp;amp;amp;amp;quot; state. In this state, only the upstream pressure and temperature influence the flow rate of gas through the Nozzle. The flow rate through the Nozzle becomes nearly a linear function of the inlet pressure which increases the thereby doubling the flow rate of gas"
MASS FLOW MEASURING INSTRUMENT - SONIC NOZZLE,INSTRUMENTATION ITEM,,A &lt;MASS FLOW MEASURING INSTRUMENT - SONIC NOZZLE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;MASS FLOW MEASURING INSTRUMENT&gt; that handles the measurement results of a &lt;MASS FLOW MEASURING ELEMENT - SONIC NOZZLE&gt;
VOLUME FLOW MEASURING INSTRUMENT - ELLIPTIC THROAT,INSTRUMENTATION ITEM,,A &lt;VOLUME FLOW MEASURING INSTRUMENT - ELLIPTIC THROAT&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;VOLUME FLOW MEASURING INSTRUMENT - DIFFERENTIAL PRESSURE&gt; that handles the measurement results of a &lt;VOLUME FLOW MEASURING ELEMENT - ELLIPTIC THROAT&gt;
VOLUME FLOW MEASURING INSTRUMENT - ORIFICE PLATE,INSTRUMENTATION ITEM,,A &lt;VOLUME FLOW MEASURING INSTRUMENT - ORIFICE PLATE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;VOLUME FLOW MEASURING INSTRUMENT - DIFFERENTIAL PRESSURE&gt; that handles the measurement results of a &lt;VOLUME FLOW MEASURING ELEMENT - ORIFICE PLATE&gt;
VOLUME FLOW MEASURING INSTRUMENT - DALL TUBE,INSTRUMENTATION ITEM,,A &lt;VOLUME FLOW MEASURING INSTRUMENT - DALL TUBE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;VOLUME FLOW MEASURING INSTRUMENT - DIFFERENTIAL PRESSURE&gt; that handles the measurement results of a &lt;VOLUME FLOW MEASURING ELEMENT - DALL TUBE&gt;
VOLUME FLOW MEASURING INSTRUMENT - ELBOW,INSTRUMENTATION ITEM,,A &lt;VOLUME FLOW MEASURING INSTRUMENT - ELBOW&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;VOLUME FLOW MEASURING INSTRUMENT - DIFFERENTIAL PRESSURE&gt; that handles the measurement results of a &lt;VOLUME FLOW MEASURING ELEMENT - ELBOW&gt;
VOLUME FLOW MEASURING INSTRUMENT - FLOW NOZZLE,INSTRUMENTATION ITEM,,A &lt;VOLUME FLOW MEASURING INSTRUMENT - FLOW NOZZLE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;VOLUME FLOW MEASURING INSTRUMENT - DIFFERENTIAL PRESSURE&gt; that handles the measurement results of a &lt;VOLUME FLOW MEASURING ELEMENT - FLOW NOZZLE&gt;
INTEGRAL MEASURING INSTRUMENT,"INSTRUMENTATION ITEM, MEASURING INSTRUMENT",,An &lt;INTEGRAL MEASURING INSTRUMENT&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;MEASURING INSTRUMENT&gt; with an internal &lt;MEASURING ELEMENT&gt;
BARE MEASURING INSTRUMENT,"INSTRUMENTATION ITEM, MEASURING INSTRUMENT",,A &lt;BARE MEASURING INSTRUMENT&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;MEASURING INSTRUMENT&gt; with an external &lt;MEASURING ELEMENT&gt; and without installation materials
HEAD-MOUNTED MEASURING INSTRUMENT,"INSTRUMENTATION ITEM, MEASURING INSTRUMENT",,A &lt;HEAD-MOUNTED MEASURING INSTRUMENT&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;MEASURING INSTRUMENT&gt; that is or will be mounted in a &lt;TERMINATION HEAD&gt;
FIELD-MOUNTED MEASURING INSTRUMENT,"INSTRUMENTATION ITEM, MEASURING INSTRUMENT",,A &lt;FIELD-MOUNTED MEASURING INSTRUMENT&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;MEASURING INSTRUMENT&gt; that is or will be mounted in the field
PANEL-MOUNTED MEASURING INSTRUMENT,"INSTRUMENTATION ITEM, MEASURING INSTRUMENT",,A &lt;PANEL-MOUNTED MEASURING INSTRUMENT&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;MEASURING INSTRUMENT&gt; that is or will be mounted in a panel
RACK-MOUNTED MEASURING INSTRUMENT,"INSTRUMENTATION ITEM, MEASURING INSTRUMENT",,A &lt;RACK-MOUNTED MEASURING INSTRUMENT&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;MEASURING INSTRUMENT&gt; that is or will be mounted in a rack
VOLUME FLOW MEASURING INSTRUMENT - FLUME,INSTRUMENTATION ITEM,,A &lt;VOLUME FLOW MEASURING INSTRUMENT - FLUME&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;VOLUME FLOW MEASURING INSTRUMENT - LEVEL-TO-FLOW OPEN CHANNEL&gt; that handles the measurement results of a &lt;VOLUME FLOW MEASURING ELEMENT - FLUME&gt;
VOLUME FLOW MEASURING INSTRUMENT - WEIR,INSTRUMENTATION ITEM,,A &lt;VOLUME FLOW MEASURING INSTRUMENT - WEIR&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;VOLUME FLOW MEASURING INSTRUMENT - LEVEL-TO-FLOW OPEN CHANNEL&gt; that handles the measurement results of a &lt;VOLUME FLOW MEASURING ELEMENT - WEIR&gt;
LEVEL MEASURING ELEMENT - GRAVIMETRIC,INSTRUMENTATION ITEM,,A &lt;LEVEL MEASURING ELEMENT - GRAVIMETRIC&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;LEVEL MEASURING ELEMENT&gt; that measures &lt;LIQUID LEVEL&gt; on the basis of the &lt;WEIGHT&gt; of the &lt;LIQUID COMPOUNG&gt; contained by the &lt;VESSEL&gt;
LEVEL MEASURING INSTRUMENT - GRAVIMETRIC,INSTRUMENTATION ITEM,,A &lt;LEVEL MEASURING INSTRUMENT - GRAVIMETRIC&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;LEVEL MEASURING INSTRUMENT&gt; that handles the measurement results of a &lt;LEVEL MEASURING ELEMENT - GRAVIMETRIC&gt;
LEVEL MEASURING INSTRUMENT - IMMERSION,INSTRUMENTATION ITEM,,A &lt;LEVEL MEASURING INSTRUMENT - IMMERSION&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;LEVEL MEASURING INSTRUMENT&gt; that handles the measurement results of a &lt;LEVEL MEASURING ELEMENT - IMMERSION&gt;
LEVEL MEASURING ELEMENT - REFRACTIVE,INSTRUMENTATION ITEM,,A &lt;LEVEL MEASURING ELEMENT - REFRACTIVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;LEVEL MEASURING ELEMENT&gt; that uses the difference between the refractive index of the process fluid and the material of the sensing element to measure level
LEVEL MEASURING INSTRUMENT - REFRACTIVE,INSTRUMENTATION ITEM,,A &lt;LEVEL MEASURING INSTRUMENT - REFRACTIVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;LEVEL MEASURING INSTRUMENT&gt; that handles the measurement results of a &lt;LEVEL MEASURING ELEMENT - REFRACTIVE&gt;
LEVEL MEASURING INSTRUMENT - CONTINUOUS-WAVE RADAR,INSTRUMENTATION ITEM,,A &lt;LEVEL MEASURING INSTRUMENT - CONTINUOUS-WAVE RADAR&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;LEVEL MEASURING INSTRUMENT&gt; that handles the measurement results of a &lt;LEVEL MEASURING ELEMENT - CONTINUOUS-WAVE RADAR&gt;
LEVEL MEASURING INSTRUMENT - PULSED-WAVE RADAR,INSTRUMENTATION ITEM,,A &lt;LEVEL MEASURING INSTRUMENT - PULSED-WAVE RADAR&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;LEVEL MEASURING INSTRUMENT&gt; that handles the measurement results of a &lt;LEVEL MEASURING ELEMENT - PULSED-WAVE RADAR&gt;
LEVEL MEASURING ELEMENT - LASER,INSTRUMENTATION ITEM,,A &lt;LEVEL MEASURING ELEMENT - LASER&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;LEVEL MEASURING ELEMENT&gt; that uses the travelling time of a laser beam to measure level
LEVEL MEASURING INSTRUMENT - LASER,INSTRUMENTATION ITEM,,A &lt;LEVEL MEASURING INSTRUMENT - LASER&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;LEVEL MEASURING INSTRUMENT&gt; that handles the measurement results of a &lt;LEVEL MEASURING ELEMENT - LASER&gt;
WEIGHT  MEASURING INSTRUMENT - STRAIN GAUGE LOAD CELL,INSTRUMENTATION ITEM,,A &lt;WEIGHT  MEASURING INSTRUMENT - STRAIN GAUGE LOAD CELL&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;WEIGHT MEASURING INSTRUMENT&gt; that handles the measurement results of a &lt;STRAIN GAUGE LOAD CELL&gt;
VOLUME FLOW MEASURING ELEMENT - SONIC NOZZLE,INSTRUMENTATION ITEM,,"A &lt;VOLUME FLOW MEASURING ELEMENT - SONIC NOZZLE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;VOLUME FLOW MEASURING ELEMENT&gt; that is operated by pressurizing the inlet of the venturi or evacuating the outlet in order to achieve an inlet-to-outlet pressure ratio of 1.4 to 1 or greater. This ratio maintains the nozzle in a choked or sonic state. In this state, only the upstream pressure and temperature influence the flow rate of gas through the nozzle. The flow rate through the nozzle becomes nearly a linear function of the inlet pressure which increases the thereby doubling the flow rate of gas"
ROTARY CONTROL VALVE,INSTRUMENTATION ITEM,,A &lt;ROTARY CONTROL VALVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL VALVE&gt; and a &lt;ROTARY VALVE&gt;
LINEAR MOTION CONTROL VALVE,INSTRUMENTATION ITEM,,A &lt;LINEAR MOTION CONTROL VALVE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;CONTROL VALVE&gt; with a closure member that is moved linearly into or away from a seat
PNEUMATIC TRANSMITTER,"TRANSMITTER, INSTRUMENTATION ITEM, PNEUMATIC APPARATUS",,A &lt;PNEUMATIC TRANSMITTER&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;TRANSMITTER&gt; and an &lt;PNEUMATIC APPARATUS&gt;
LOUVER POSITIONER,INSTRUMENTATION ITEM,,A &lt;LOUVER POSITIONER&gt; is an &lt;INSTRUMENTATION ITEM&gt;  and a &lt;POSITIONER&gt; for a &lt;LOUVER&gt;
FAN POSITIONER,INSTRUMENTATION ITEM,,A &lt;FAN POSITIONER&gt; is an &lt;INSTRUMENTATION ITEM&gt;  and a &lt;POSITIONER&gt; for a &lt;FAN&gt;
VOLUME FLOW MEASURING INSTRUMENT - DIFFERENTIAL PRESSURE,INSTRUMENTATION ITEM,,A &lt;VOLUME FLOW MEASURING INSTRUMENT - DIFFERENTIAL PRESSURE&gt; is an &lt;INSTRUMENTATION ITEM&gt; and a &lt;VOLUME FLOW MEASURING INSTRUMENT&gt; that handles the measurement results of a &lt;VOLUME FLOW MEASURING ELEMENT - DIFFERENTIAL PRESSURE&gt;
