UniqueName,SuperClass,TextDefinition
PACKAGING SYSTEM,SYSTEM,"A <PACKAGING SYSTEM> is a <SYSTEM> for the preparation of goods for transport, warehousing, logistics, sale, and end use"
PACKED PLUNGER PUMP,RECIPROCATING CONTROLLED VOLUME PUMP,"A <PACKED PLUNGER PUMP> is a <RECIPROCATING CONTROLLED VOLUME PUMP> utilizing plunger(s) with packing or seals to restrict leakage, driven from an outside source including a mechanism for varying the effective displacement"
PACKING GLAND,GLAND,A <PACKING GLAND> is a <GLAND> intended to prevent packing to move.
PACKING RING,"PACKING(seal), RING",A <PACKING RING> is a <PACKING(seal)> and a <RING> intended to prevent leakage
PACKING(seal),"ARTEFACT, SEAL",A <PACKING(seal)> is an <ARTEFACT> and a <SEAL> that uses several coils of woven material pressed lightly against a moving shaft to provide a minimal leakage path between a shaft and a casing
PAD BEARING,"ARTEFACT, BEARING",A <PAD BEARING> is an <ARTEFACT> and a <BEARING> that is provided with pads to form an oil wedge
PADDLE TYPE IMPELLER,RADIAL FLOW MIXER IMPELLER,A <PADDLE TYPE IMPELLER> is a <RADIAL FLOW MIXER IMPELLER> that is provided with two (2) large-radial paddles and typically applied in solid suspension and blending applications.
PARALLEL SHAFT GEARBOX,GEARBOX,A <PARALLEL SHAFT GEARBOX> is a <GEARBOX> where the input and output shaft axises are parallel
PARSONS TURBINE,REACTION STEAM TURBINE,A <PARSONS TURBINE> is a <REACTION STEAM TURBINE> that is of the multi-stage design
PEDESTAL,"ARTEFACT, SUPPORT",A <PEDESTAL> is an <ARTEFACT> and a <SUPPORT> that is the base or foot of a column or other upright structure
PELTON TURBINE,HYDRAULIC IMPULSE TURBINE,A <PELTON TURBINE> is a <HYDRAULIC IMPULSE TURBINE> operated from a high head source with small flow rate
PENETRATOR FOR HYDRAULIC LINE,"ARTEFACT, PENETRATOR",A <PENETRATOR FOR HYDRAULIC LINE> is an <ARTEFACT> and an <PENETRATOR> for a hydraulic line
PERIPHERAL PUMP,CENTRIFUGAL PUMP,A <PERIPHERAL PUMP> is a <CENTRIFUGAL PUMP> with a special <IMPELLER> with a large number of radial blades by which the fluid is discharged from one blade and tranferred to the root of the next blade giving additional energy.
PETROL ENGINE,"INTERNAL COMBUSTION ENGINE, RECIPROCATING PISTON ENGINE",A <PETROL ENGINE> is an <INTERNAL COMBUSTION ENGINE> and a <RECIPROCATING PISTON ENGINE> that is an induction compression ignition exhaust engine which ignites a petrol air mixture with an electric spark
PIG LAUNCHER,FunctionalObject,A <PIG LAUNCHER> is a <FunctionalObject> that is capable of <LAUNCHING> a <PIPE PIG> into a pipeline
PILLOW BLOCK BEARING,RADIAL BEARING,A <PILLOW BLOCK BEARING> is a <RADIAL BEARING> intended for guidance.
PINION GEAR,GEAR,A <PINION GEAR> is a <GEAR> that is normally the smaller of two meshing gears.
PINION SHAFT,SHAFT,A <PINION SHAFT> is a <SHAFT> that is driving and supporting the pinion gear in a gear box assembly.
PIPE RACK,"STRUCTURE(mechanical), SUPPORT",A <PIPE RACK> is a <STRUCTURE(mechanical)> and a <SUPPORT> for <PIPING SYSTEM>s
PIPELINE PROTECTIVE STRUCTURE,STRUCTURE(mechanical),A <PIPELINE PROTECTIVE STRUCTURE> is a <STRUCTURE(mechanical)> used to protect a pipeline from external damage or interference
PISTON,"DISPLACER, ENGINE COMPONENT","A <PISTON> is an <ENGINE COMPONENT> and a <DISPLACER> that is normally of the cylindrical shape and provided with a closed end, intended to reciprocate within a hollow outer cylinder to change the internal volume of the outer cylinder  in order to either discharge pressurized liquid or gas"
PISTON COMPRESSOR,RECIPROCATING COMPRESSOR,A <PISTON COMPRESSOR> is a <RECIPROCATING COMPRESSOR> in which the compressing and displacing element is a piston intended to have a reciprocating motion within a cylinder.
PISTON CROWN,Feature,"A <PISTON CROWN> is a <Feature> that is the top part of a piston with skirt, used in two-stroke diesel engines, equipped with grooves to accommodate the piston rings"
PISTON CYLINDER,ENGINE COMPONENT,"A <PISTON CYLINDER> is an <ENGINE COMPONENT> which is a tubular chamber in which the piston of an engine, pump, comprssor or actuator reciprocates."
PISTON CYLINDER BOLTING,ENGINE COMPONENT,A <PISTON CYLINDER BOLTING> is an <ENGINE COMPONENT> that includes a set of bolting (bolts/studs and nuts) for connection of the cylinder covers to the cylinder body.
PISTON CYLINDER FLANGE BOLTING,ENGINE COMPONENT,A <PISTON CYLINDER FLANGE BOLTING> is an <ENGINE COMPONENT> that includes a set of bolting (bolts/studs and nuts) for connection of the cylinder flange to the distance piece.
PISTON ENGINE,INTERNAL COMBUSTION ENGINE,A <PISTON ENGINE> is an <INTERNAL COMBUSTION ENGINE> in which the combustion takes place inside a chamber where the rising pressure acts on a piston through which pressure energy is transformed into rotating energy.
PISTON ENGINE BED PLATE,CASING,A <PISTON ENGINE BED PLATE> is a <CASING> that is a machine casing that is the bottom casing of a 2-stroke diesel engine constituting the crankcase and containing the crankshaft and journal bearings
PISTON ENGINE BLOCK,ENGINE BLOCK,"A <PISTON ENGINE BLOCK> is an <ENGINE BLOCK> that is a major part of a piston engine, machined to receive the cylinders(s) and the crankshaft."
PISTON ENGINE BLOCK ASSEMBLY,ENGINE COMPONENT,"A <PISTON ENGINE BLOCK ASSEMBLY> is an <ENGINE COMPONENT> that is the assembly of the parts constituting a split engine block, like the cylinder column, frame box, piston engine bed plate, etc."
PISTON ENGINE CYLINDER AND PISTON ASSEMBLY,ENGINE COMPONENT,A <PISTON ENGINE CYLINDER AND PISTON ASSEMBLY> is an <ENGINE COMPONENT> that is an assembly of the cylinder and piston with belonging parts in a reciprocating piston engine.
PISTON ENGINE CYLINDER ASSEMBLY,ENGINE COMPONENT,"A <PISTON ENGINE CYLINDER ASSEMBLY> is an <ENGINE COMPONENT> that is an assembly of the cylinder (cylinder liner, cylinder jacket, frame box) and cylinder head."
PISTON EXTRUDER,"ARTEFACT, EXTRUDER",A <PISTON EXTRUDER> is an <ARTEFACT> and an <EXTRUDER> that uses a piston in a batch process
PISTON NUT,NUT,A <PISTON NUT> is a <NUT> intended for use to fixate the piston rod to the piston
PISTON PACKING,PACKING(seal),A <PISTON PACKING> is a <PACKING(seal)> that is a sealing element designed to seal against an outher diameter and prevent leakage between a piston and a cylinder wall
PISTON PUMP,RECIPROCATING PUMP,A <PISTON PUMP> is a <RECIPROCATING PUMP> that contains pistons intended to reciprocate within cylinders with the valving accomplished by rotation of the pistons and cylinders relative to the ports. The cylinders may be axially or radially disposed and arranged.
PISTON RIDER RING,RING,A <PISTON RIDER RING> is a <RING> that is a rectangular ring with a small opening and serves as piston wear band inside the cylinder
PISTON RING,PISTON PACKING,A <PISTON RING> is a <PISTON PACKING> that consists of a set of rectangular rings with a small opening located inside the groove of a piston to serve both as compression- or liquid buffer and to seal against the outer cylinder diameter to prevent leakage between subject piston and cylinder wall.
PISTON ROD,ENGINE COMPONENT,A <PISTON ROD> is an <ENGINE COMPONENT> that is a connection between a piston and a crosshead.
PISTON ROD BACK-UP RING,RING,A <PISTON ROD BACK-UP RING> is a <RING> that is mounted behind each set of packing rings in case of a piston rod packing assembly
PISTON ROD PACKING,PACKING(seal),A <PISTON ROD PACKING> is a <PACKING(seal)> intended to seal against an inner diameter and prevent leakage between a cylinder and a rod
PISTON ROD PACKING FLANGE,FLANGE,A <PISTON ROD PACKING FLANGE> is a <FLANGE> intended to serve as covering flange to fixate and press the packing rings together
PISTON ROD PACKING RING,PACKING RING,A <PISTON ROD PACKING RING> is a <PACKING RING> intended to serve as sealing ring together with other rings in order to prevent process fluid leakage.
PISTON ROD PRESSURE PACKING ASSEMBLY,EQUIPMENT COMPONENT,"A <PISTON ROD PRESSURE PACKING ASSEMBLY> is an <EQUIPMENT COMPONENT> that consist of all parts belonging to a piston rod pressure packing as flange, packing rings, back-up rings etc"
PISTON ROD STUFFING BOX,STUFFING BOX,"A <PISTON ROD STUFFING BOX> is a <STUFFING BOX> that is a chamber packed with fluid-tight elastic material, through which the piston rod is made to pass in order to prevent leakage of gases from the piston underside into the crankcase."
PISTON THRUST BALANCER,THRUST BALANCE ASSEMBLY,A <PISTON THRUST BALANCER> is a <THRUST BALANCE ASSEMBLY> utilising a piston (drum) keyed or screwed to the shaft rotating within a stationary cylinder fixed to the pump casing and separating the balancing chamber from the pump interior. The resultant of the forces acting on the balancing piston by the discharge pressure on the inside and discharge pressure on the outside tend to counteract the thrust on the shaft caused by the impellers
PITCHED-BLADE MIXER IMPELLER,AXIAL FLOW MIXER IMPELLER,A <PITCHED-BLADE MIXER IMPELLER> is an <AXIAL FLOW MIXER IMPELLER> that contains axial flow blades. Typically with four blades positioned at constant angles of 45 degree.
PLAIN BEARING,"ARTEFACT, BEARING",A <PLAIN BEARING> is an<ARTEFACT> and a <BEARING> that is plain
PLAIN BEARING BUSHING,BEARING BUSHING,A <PLAIN BEARING BUSHING> is a <BEARING BUSHING> intended to form the bearing liner in a plain bearing. Typically made of composite material.
PLANETARY GEARBOX,EPICYCLIC GEARBOX,A <PLANETARY GEARBOX> is an <EPICYCLIC GEARBOX> that contains a planet wheel carrier which is integral with the output shaft.
PLASTIC LINED PUMP,"ARTEFACT, PUMP",A <PLASTIC LINED PUMP> is an <ARTEFACT> and a <PUMP> that is provided with a plastic liner for internal parts
PLUNGER,PISTON,A <PLUNGER> is a <PISTON> that is a single acting solid piston or a ram.
PLUNGER PUMP,RECIPROCATING PUMP,A <PLUNGER PUMP> is a <RECIPROCATING PUMP> that uses a plunger either or not in combination with a diaphragm or piston to pressurize liquids at relatively low capacities and higher heads.
PNEUMATIC MOTOR,AIR MOTOR,A <PNEUMATIC MOTOR> is an <AIR MOTOR> that is driven by compressed gas (typically air)
PNEUMATIC MOTOR RECIPROCATING,PNEUMATIC MOTOR,A <PNEUMATIC MOTOR RECIPROCATING> is a <PNEUMATIC MOTOR> utilizing reciprocating motion which usually is converted into rotary motion.
PNEUMATIC MOTOR ROTARY,PNEUMATIC MOTOR,A <PNEUMATIC MOTOR ROTARY> is a <PNEUMATIC MOTOR> utilizing a rotor or turbine wheel to convert pressure energy into rotational energy.
PNEUMATIC SHOCK ABSORBER,"ARTEFACT, SHOCK ABSORBER",A <PNEUMATIC SHOCK ABSORBER> is an <ARTEFACT> and a <SHOCK ABSORBER> that uses a cylinder filled with a gas
PNEUMATIC START SYSTEM,"ARTEFACT, START SYSTEM",A <PNEUMATIC START SYSTEM> is an <ARTEFACT> and a <START SYSTEM> that uses pressurized gas as a power source to start a driver
PNEUMATICALLY ACTUATED DIAPHRAGM PUMP,CONTROLLED VOLUME DIAPHRAGM PUMP,A <PNEUMATICALLY ACTUATED DIAPHRAGM PUMP> is a <CONTROLLED VOLUME DIAPHRAGM PUMP> of which the motive force is air. The single acting diaphragm pump is often used as metering pump for high heads and small capacities. The double acting diaphragm (mostly air driven) pump is used for moderate capacities at low heads (non metering)
POLYELECTROLYTE HANDLING SYSTEM,CHEMICAL INJECTION SYSTEM,"A <POLYELECTROLYTE HANDLING SYSTEM> is a <CHEMICAL INJECTION SYSTEM> for loading, storage, pumping and distribution of polyelectrolyte."
PORTABLE PUMP,"ARTEFACT, PUMP",A <PORTABLE PUMP> an <ARTEFACT> and <PUMP> that can either be carried by hand or can be mounted
POSITIVE DISPLACEMENT COMPRESSOR,"ARTEFACT, COMPRESSOR",A <POSITIVE DISPLACEMENT COMPRESSOR> is an <ARTEFACT> and a <COMPRESSOR> intended to compress and transport gas according to the reciprocating or rotary displacement principle
POSITIVE DISPLACEMENT PUMP,"ARTEFACT, PUMP","A <POSITIVE DISPLACEMENT PUMP> is an <ARTEFACT> and a <PUMP> intended to transport liquid through the reciprocating or rotary displacement principle and with either fixed or adjustable volume flow rates. NOTE - Combine with either BARE PUMP or PUMP SYSTEM,"
POTABLE WATER PUMP,PUMP,A <POTABLE WATER PUMP> is a <PUMP> that is specifically designed for <PUMPING> <POTABLE WATER>
POWER GENERATION GAS TURBINE,GAS TURBINE,A <POWER GENERATION GAS TURBINE> is a <GAS TURBINE> that is used for power generation
POWER GENERATION SYSTEM,GENERATOR,A <POWER GENERATION SYSTEM> is a <GENERATOR> and a <SYSTEM> that is designed to generate <ELECTRIC POWER>
PRESS(machine),"MACHINE, PRESS",A <PRESS(machine)> is a <MACHINE> and a <PRESS>  that is capable of <PRESSING>
PRESSURE BALANCING TUBE,"ARTEFACT, BALANCER, FLUID CONDUCTOR",A <PRESSURE BALANCING TUBE> is an <ARTEFACT> and a <FLUID CONDUCTOR> and a <BALANCER> that provides hydraulic balance between pump suction and bottom of submersible electric motor oil reservoir
PRESSURE COMPOUND TURBINE,STEAM TURBINE,A <PRESSURE COMPOUND TURBINE> is a <STEAM TURBINE> where the pressure drop may be split with a number of stages and the velocity is absorbed over a number of bladed wheels
PRESSURE LUBRICATION SYSTEM,"ARTEFACT, LUBRICATION SYSTEM",A <PRESSURE LUBRICATION SYSTEM> is an <ARTEFACT> and a <LUBRICATION SYSTEM> were the lubrication function is achieved by a lubricant that is circulated under pressure through channels or piping to the lubricating points by a lubricating oil pump
PRIMARY SEAL GAS VENT,VENT PORT,A <PRIMARY SEAL GAS VENT> is a <VENT PORT> that is the first vent downstream the inboard self-acting dry gas seal and that is normally connected to the flare.
PROBE HOLDER,"ARTEFACT, ENCLOSURE",A <PROBE HOLDER> is an <ARTEFACT> and an <ENCLOSURE> intended to house a probe element only
PRODUCTION LINE ISA95,"ARTEFACT, WORK CENTER",A <PRODUCTION LINE ISA95>  is an <ARTEFACT> and a <WORK CENTER> that is a series of pieces of equipment dedicated to the manufacture of a specific number of products or families
PRODUCTION MODULE STRUCTURE,MODULE STRUCTURE,A <PRODUCTION MODULE STRUCTURE> is a <MODULE STRUCTURE> that is a structural facility of the production module.
PRODUCTION UNIT ISA95,"ARTEFACT, WORK CENTER","A <PRODUCTION UNIT ISA95> is an <ARTEFACT> and a <WORK CENTER> that is a set of production equipment that converts, separates, or reacts one or more feedstocks to produce intermediate or final products"
PROPELLER,"ARTEFACT, IMPELLER",A <PROPELLER> is an <ARTEFACT> and a <IMPELLER> that is an axial flow impeller which is typically unenclosed
PROPELLER MIXER,DYNAMIC MIXER,A <PROPELLER MIXER> is a <DYNAMIC MIXER> that comprises of a rotating shaft with propeller blades attached
PROPELLER PUMP,"ARTEFACT, PUMP",A <PROPELLER PUMP>  is an <ARTEFACT> and a <PUMP that is provided with a propeller type impeller to generate relativly low head at large flows
PROPELLER SHAFT,SHAFT,A <PROPELLER SHAFT> is a <SHAFT> intended for a propeller.
PROPELLER SHAFT COUPLING,MECHANICAL POWER TRANSMISSION COUPLING,A <PROPELLER SHAFT COUPLING> is a <MECHANICAL POWER TRANSMISSION COUPLING> that is intended to connect a propeller shaft to gear or engine shaft
PROPELLER TURBINE,KAPLAN TURBINE,A <PROPELLER TURBINE> is a <KAPLAN TURBINE> with non-adjustable runner blades suitable for non-varying head sources
PROPORTIONING PUMP,"ARTEFACT, PUMP",A <PROPORTIONING PUMP> is an <ARTEFACT> and a <PUMP> that is intended to transport accurate liquid quantities according to the positive displacement pump principle
PROPULSION ENGINE,ENGINE,"A <PROPULSION ENGINE> is an <ENGINE> utilized as propulsion engine for a craft, vessel or boat"
PROPULSION TRANSMISSION SYSTEM,TRANSMISSION SYSTEM,A <PROPULSION TRANSMISSION SYSTEM> is a <TRANSMISSION SYSTEM> intended for propulsion transmission.
PULP PUMP,PUMP,A <PULP PUMP> is a <PUMP> that is specifically designed for <PUMPING> <PULP>
PULSATION DAMPER,"DAMPER, PRESSURIZED CONTAINER","A <PULSATION DAMPER> is a <DAMPER> and a <PRESSURIZED CONTAINER> located in both pump- and compressor piping systems in order to reduce residual pulsation fluctuations, as a result of discontinue operation effects, within an allowable level specified"
PUMP,FunctionalObject,A <PUMP> is a <FunctionalObject> that is capable of <PUMPING> but may require parts and subsystems for that capability; including those turns it into a <PUMP SYSTEM>
PUMP AUXILIARY SYSTEM,"ARTEFACT, AUXILIARY SYSTEM",A <PUMP AUXILIARY SYSTEM> is an <ARTEFACT> and an <AUXILIARY SYSTEM> that that is an assembly of functional units necessary for running a pump unit
PUMP BARREL,BARREL ENCLOSURE,A <PUMP BARREL> is a <BARREL ENCLOSURE> that is the pump enclosure containing either the inner casing or bolted-up stage section.
PUMP BOWL,CASING,A <PUMP BOWL> is a  <CASING> intended to contain an impeller in a pump
PUMP CAN,CASING,A <PUMP CAN> is a <CASING> in which a pump and possibly a motor can be mounted
PUMP CASING,CASING,A <PUMP CASING> is a  <CASING> and a single wall surrounding the impeller. The suction and discharge nozzles form an integral part of the casing. Typically applied for centrifugal pumps
PUMP FOOT,FOOT SUPPORT,A <PUMP FOOT> is a <FOOT SUPPORT> that is the particular part of the pump assembly on which the pump is mounted.
PUMP IMPELLER,"ARTEFACT, IMPELLER",A <PUMP IMPELLER> is an <ARTEFACT> and a <IMPELLER> that forms part of a rotating assembly of a pump imparting kinetic energy to the liquid being pumped
PUMP SEAL SYSTEM,"ARTEFACT, SEAL SYSTEM",A <PUMP SEAL SYSTEM> is an <ARTEFACT> and a <SEAL SYSTEM> that provides seal flushing to the pump seals
PUMP SHAFT,SHAFT,"A <PUMP SHAFT> is a <SHAFT> of a pump that is provided with impeller(s), bearings, bushings, sealing elements etc."
