uniqueName,superclasses,subclasses,description
ACTIVITY NUMBER,IDENTIFYING STRING,,A <ACTIVITY NUMBER> is an <IDENTIFYING STRING> of an <ACTIVITY> that is defined with a <ACTIVITY NUMBER DEFINITION> and allocated with an <IDENTIFICATION BY ACTIVITY NUMBER>
BUILDING NUMBER,IDENTIFYING STRING,,"A <BUILDING NUMBER> is an <IDENTIFYING STRING> of a <BUILDING>, that is allocated with an <IDENTIFICATION BY BUILDING NUMBER>"
CABLE NUMBER,IDENTIFYING STRING,,"A <CABLE NUMBER> is an <IDENTIFYING STRING> of a <CABLE>, that is defined with a <CABLE NUMBER DEFINITION> and allocated with an <IDENTIFICATION BY CABLE NUMBER>"
CONSTRUCTION AREA NUMBER,IDENTIFYING STRING,,"A <CONSTRUCTION AREA NUMBER> is an <IDENTIFYING STRING> of a <CONSTRUCTION AREA>, that is allocated with an <IDENTIFICATION BY CONSTRUCTION AREA NUMBER>"
DOCUMENT NUMBER,IDENTIFYING STRING,,"A <DOCUMENT NUMBER> is an <IDENTIFYING STRING> of a <DOCUMENT>, that is defined with a <DOCUMENT NUMBER DEFINITION> and allocated with an <IDENTIFICATION BY DOCUMENT NUMBER>"
EMPLOYEE NUMBER,IDENTIFYING STRING,,"An <EMPLOYEE NUMBER> is an <IDENTIFYING STRING> of an <EMPLOYEE>, that is defined with an <EMPLOYEE NUMBER DEFINITION> and allocated with an <IDENTIFICATION BY EMPLOYEE NUMBER>"
HEAT TRACING SYSTEM NUMBER,IDENTIFYING STRING,,"A <HEAT TRACING SYSTEM NUMBER> is an <IDENTIFYING STRING> of a <HEAT TRACING SYSTEM>, that is defined with a <HEAT TRACING SYSTEM NUMBER DEFINITION> and allocated with an <IDENTIFICATION BY HEAT TRACING SYSTEM NUMBER>"
INSTRUMENT TAG,IDENTIFYING STRING,,"A <INSTRUMENT TAG> is an <IDENTIFYING STRING> of a <INSTRUMENT>, that is defined with a <INSTRUMENT TAG DEFINITION> and allocated with a.n <IDENTIFICATION BY INSTRUMENT TAG>"
INSULATION TAG,IDENTIFYING STRING,,"A <INSULATION TAG> is an <IDENTIFYING STRING> of a <INSULATION>, that is defined with a <INSULATION TAG DEFINITION> and allocated with an <IDENTIFICATION BY INSULATION TAG>"
LINE NUMBER,IDENTIFYING STRING,,"A <LINE NUMBER> is an <IDENTIFYING STRING> of a <PIPING SYSTEM>, that is defined with a <LINE NUMBER DEFINITION> and allocated with an <IDENTIFICATION BY LINE NUMBER>"
LOCATION CODE,IDENTIFYING STRING,,"A <LOCATION CODE> is an <IDENTIFYING STRING> of a <LOCATION>, that is defined with a <LOCATION CODE DEFINITION> and allocated with an <IDENTIFICATION BY LOCATION CODE>"
MAINTENANCE NUMBER,IDENTIFYING STRING,,"A <MAINTENANCE NUMBER> is an <IDENTIFYING STRING> of a <MAINTENANCE ACTIVITY>, that is allocated with an <IDENTIFICATION BY MAINTENANCE NUMBER>"
MODEL NUMBER,IDENTIFYING STRING,,"A <MODEL NUMBER> is an <IDENTIFYING STRING> of a <PRODUCT CLASS>, that is defined with a <MODEL NUMBER DEFINITION> and allocated with an <IDENTIFICATION BY MODEL NUMBER>"
NOZZLE NUMBER,IDENTIFYING STRING,,"A <NOZZLE NUMBER> is an <IDENTIFYING STRING> of a <NOZZLE>, that is defined with a <NOZZLE NUMBER DEFINITION> and allocated with an <IDENTIFICATION BY NOZZLE NUMBER>"
SERIAL NUMBER,IDENTIFYING STRING,,"A <SERIAL NUMBER> is an <IDENTIFYING STRING> of a <PRODUCT>, that is defined with a <SERIAL NUMBER DEFINITION> and allocated with an <IDENTIFICATION BY SERIAL NUMBER>"
SOCIAL SECURITY NUMBER (US),IDENTIFYING STRING,,A <SOCIAL SECURITY NUMBER (US)> is an <IDENTIFYING STRING> that is allocated with an <IDENTIFICATION BY SOCIAL SECURITY NUMBER>
STRUCTURAL FRAMEWORK NUMBER,IDENTIFYING STRING,,"A <STRUCTURAL FRAMEWORK NUMBER> is an <IDENTIFYING STRING> of a <STRUCTURAL FRAMEWORK>, that is defined with a <STRUCTURAL FRAMEWORK NUMBER DEFINITION> and allocated with an <IDENTIFICATION BY STRUCTURAL FRAMEWORK NUMBER>"
SUPPORT NUMBER,IDENTIFYING STRING,,"A <SUPPORT NUMBER> is an <IDENTIFYING STRING> of a <SUPPORT>, that is defined with a <SUPPORT NUMBER DEFINITION> and allocated with an <IDENTIFICATION BY SUPPORT NUMBER>"
SYSTEM NUMBER,IDENTIFYING STRING,,"A <SYSTEM NUMBER> is an <IDENTIFYING STRING> of a <SYSTEM>, that is defined with a <SYSTEM NUMBER DEFINITION> and allocated with an <IDENTIFICATION BY SYSTEM NUMBER>"
WIRE TAG,IDENTIFYING STRING,,"A <WIRE TAG>  is an <IDENTIFYING STRING> of a <WIRE>, that is defined with a <WIRE TAG DEFINITION> and allocated with an <IDENTIFICATION BY WIRE TAG>"
CONTRACT NUMBER,IDENTIFYING STRING,,A <CONTRACT NUMBER> is an <IDENTIFYING STRING> that is an alphanumeric code intended to identify a contract
ORDER NUMBER,IDENTIFYING STRING,,An <ORDER NUMBER> is an <IDENTIFYING STRING> of an order
ORGANIZATION CODE,IDENTIFYING STRING,,An <ORGANIZATION CODE> is an <IDENTIFYING STRING> for an <Organization>
COLOUR CODE,IDENTIFYING STRING,,A <COLOUR CODE> is an <IDENTIFYING STRING> that identifies a <VISIBLE COLOUR>
LANGUAGE CODE,IDENTIFYING STRING,,A <LANGUAGE CODE> is an <IDENTIFYING STRING> representing a <NATURAL LANGUAGE>
ITEM NUMBER,IDENTIFYING STRING,,"An <ITEM NUMBER> is an <IDENTIFYING STRING> representing an item, like a <LINE ITEM>"
RDFS LABEL,IDENTIFYING STRING,,An <RDFS LABEL> is an <IDENTIFYING STRING> defined as concept in W3C REcommendation RDF Schema; referred to as rdfs:label
POST OFFICE BOX NUMBER ID,IDENTIFYING STRING,,A <POST OFFICE BOX NUMBER ID> is an <IDENTIFYING STRING> that idenfies a post office box within a post office
HOUSE NUMBER,IDENTIFYING STRING,,A <HOUSE NUMBER> is an <IDENTIFYING STRING> that idenfies  the relative position of a property within a street
NAME,IDENTIFYING STRING,,"A <NAME> is an <IDENTIFYING STRING> by which a person or thing is known, addressed, or referred to"
INSPECTION REPORT NUMBER,IDENTIFYING STRING,,An <INSPECTION REPORT NUMBER> is an <IDENTIFYING STRING> that idenfies an inspection report
WORK ORDER IDENTIFIER,IDENTIFYING STRING,,A <WORK ORDER IDENTIFIER> is an <IDENTIFYING STRING> that identifies a <WORK ORDER>
ELECTRIC ROTATING MACHINE COOLING METHOD CODE,IDENTIFYING STRING,,An <ELECTRIC ROTATING MACHINE COOLING METHOD CODE> is an <IDENTIFYING STRING> indicating to what method of cooling an electric rotating machine is designed to operate
COUNTRY CODE,IDENTIFYING STRING,,A <COUNTRY CODE> is an <IDENTIFYING STRING> that idenfies a country with a code
CONCATENATED CODE,IDENTIFYING STRING,,A <CONCATENATED CODE> is an <IDENTIFYING STRING> that is assembled in sequence
CARGO NUMBER,IDENTIFYING STRING,,A <CARGO NUMBER> is an <IDENTIFYING STRING> that idenfies a dispatch of cargo
DOCUMENT REVISION NUMBER,IDENTIFYING STRING,,A <DOCUMENT REVISION NUMBER> is an <IDENTIFYING STRING> that is a concatenation of a <DOCUMENT NUMBER > and the applicable <DOCUMENT REVISION CODE>
ADDRESS,IDENTIFYING STRING,,An <ADDRESS> is an <IDENTIFYING STRING> that idenfies a designation of a place where a physical object can be found
LABEL TEXT,IDENTIFYING STRING,,A <LABEL TEXT> is an <IDENTIFYING STRING> engraved or printed on a <LABEL>
DISCIPLINE CODE,IDENTIFYING STRING,,A <DISCIPLINE CODE> is an <IDENTIFYING STRING> that idenfies a discipline
PROJECT CODE,IDENTIFYING STRING,,A <PROJECT CODE> is an <IDENTIFYING STRING> that idenfies a project
DOCUMENT REVISION CODE,IDENTIFYING STRING,,A <DOCUMENT REVISION CODE> is an <IDENTIFYING STRING> that is a code for a document revision
PBS CODE,IDENTIFYING STRING,,A <PBS CODE> is an <IDENTIFYING STRING> that is the PBS (= Physical Breakdown Structure) identificaction code that idenifies a type of physical or functional part of a facility
WBS CODE,IDENTIFYING STRING,,A <WBS CODE> is an <IDENTIFYING STRING> for a work breakdown structure of an <Activity>
POST CODE,IDENTIFYING STRING,,A <POST CODE> is an <IDENTIFYING STRING> that idenfies an area used by the postal system
COMPANY CODE,IDENTIFYING STRING,,A <COMPANY CODE> is an <IDENTIFYING STRING> that identifies a <COMPANY>
METAL-LOSS CLUSTER NUMBER,IDENTIFYING STRING,,A <METAL-LOSS CLUSTER NUMBER> is an <IDENTIFYING STRING> of a <METAL-LOSS CLUSTER>
FIELD JOINT NUMBER,IDENTIFYING STRING,,A <FIELD JOINT NUMBER> is an <IDENTIFYING STRING> that idenfies a <FIELD JOINT>
FIELD WELD NUMBER,IDENTIFYING STRING,,A <FIELD WELD NUMBER> is an <IDENTIFYING STRING> that idenfies a <GIRTH WELD>
GIRTH WELD IDENTIFIER,IDENTIFYING STRING,,A <GIRTH WELD IDENTIFIER> is an <IDENTIFYING STRING> that idenfies a <GIRTH WELD>
ISO 14048 COPYRIGHT IDENTIFIER DEFINITION,IDENTIFIER,,An <ISO 14048 COPYRIGHT IDENTIFIER DEFINITION> is an <IDENTIFIER DEFINITION> of the person or organization holding the copyright of the total documentation of the process
ISO 14048 DATA COMMISIONER IDENTIFIER DEFINITION,IDENTIFIER,,An <ISO 14048 DATA COMMISIONER IDENTIFIER DEFINITION> is an <IDENTIFIER DEFINITION> of the commissioner of the data collection or updating of the data
ISO 14048 DATA DOCUMENTER IDENTIFIER DEFINITION,IDENTIFIER,,An <ISO 14048 DATA DOCUMENTER IDENTIFIER DEFINITION> is an <IDENTIFIER DEFINITION> of the person responsible for entering the data into the current data documentation format
ISO 14048 DATA GENERATOR IDENTIFIER DEFINITION,IDENTIFIER,,An <ISO 14048 DATA GENERATOR IDENTIFIER DEFINITION> is an <IDENTIFIER DEFINITION> of the person or organization responsible for the modelling of the process and the compilation or the updating of the data
ISPDM IDENTIFIER DEFINITION,IDENTIFIER,ISPDM IMPACT PROTECTION CODE DEFINITION,An <ISPDM IDENTIFIER DEFINITION> is an <IDENTIFIER DEFINITION> that defines the rules for an identification used by ISPDM
ISPDM IMPACT PROTECTION CODE DEFINITION,ISPDM IDENTIFIER DEFINITION,,"An <ISPDM IMPACT PROTECTION CODE DEFINITION> is an <ISPDM IDENTIFIER DEFINITION> that defines a design code for the protection, as per IGE/TD/1:Ed3 clause 6.9.3"
NORSOK I-001 REV3 INSTRUMENT DATA SHEET LABEL INDEX,IDENTIFIER,,A <NORSOK I-001 REV3 INSTRUMENT DATA SHEET LABEL INDEX> is an <IDENTIFIER DEFINITION> that identifies a NORSOK data sheet label text
NPD DRILL PERMIT IDENTIFIER,IDENTIFIER,,A <NPD DRILL PERMIT IDENTIFIER> is an <IDENTIFIER DEFINITION> for a drill permit that is used by the Norwegian Petroleum Directorate
NPD DRILLING RIG IDENTIFIER,IDENTIFIER,,A <NPD DRILLING RIG IDENTIFIER> is an <IDENTIFIER DEFINITION> for a drilling rig that is the unique drilling rig identification number used by the Norwegian Petroleum Directorate and Petroleum Authorities of Norway
NPD PETROLEUM BUSINESS AREA AGREEMENT IDENTIFIER,IDENTIFIER,,A <NPD PETROLEUM BUSINESS AREA AGREEMENT IDENTIFIER> is an <IDENTIFIER DEFINITION> for a petroleum business area agreement on the Norwegian Continental Shelf. The <IDENTIFIER DEFINITION> is given by given by the Norwegian Petroleum Directorate and Petroleum Authorities of Norway
NPD PETROLEUM FIELD IDENTIFIER,IDENTIFIER,,A <NPD PETROLEUM FIELD IDENTIFIER> is an <IDENTIFIER DEFINITION> of the unique official identification of a petroleum field on the Norwegian Continental Shelf. The code is determined by the Norwegian Petroleum Directorate
NPD PETROLEUM INSTALLATION IDENTIFICATION NUMBER,IDENTIFIER,,A <NPD PETROLEUM INSTALLATION IDENTIFICATION NUMBER> is an <IDENTIFIER DEFINITION> that is identifying a petroleum production installation on the Norwegian Continental Shelf. The number is used internally by the Norwegian Petroleum Directorate or Petroleum Safety Authority of Norway
NPD PETROLEUM INSTALLATION IDENTIFIER,IDENTIFIER,,"A <NPD PETROLEUM INSTALLATION IDENTIFIER> is a  <IDENTIFIER DEFINITION> for a petroleum installation, used by the Norwegian Petroleum Directorate and Petroleum Authorities of Norway for petroleum installations"
NPD PETROLEUM PRODUCTION LICENSE IDENTIFIER,IDENTIFIER,,"A <NPD PETROLEUM PRODUCTION LICENSE IDENTIFIER> is a  <IDENTIFIER DEFINITION> of a petroleum production license that is the official identification of a production licese, given by the Norwegian Petroleum Directorate and Petroleum Authorities of Norway"
NPD WELL DESIGNATION CODE,IDENTIFIER,,"A <NPD WELL DESIGNATION CODE> is a n <IDENTIFIER DEFINITION> as officially used for a well, that is given by the <NPD> guidelines for designation of wells and wellbores"
NPD WELLBORE DESIGNATION CODE,IDENTIFIER,,"A <NPD WELLBORE DESIGNATION CODE> is an <IDENTIFIER DEFINITION> as officially used for a wellbore, that is designated by the Norwegian Petroleum Directorate"
NPD WELLBORE IDENTIFIER,IDENTIFIER,,A <NPD WELLBORE IDENTIFIER> is an <IDENTIFIER DEFINITION> that is identifying a well or wellbore on the Norwegian Continental Shelf. The format is given by the NPD guidelines for designation of wells and wellbores
NPD WELLBORE SIDETRACK IDENTIFIER,IDENTIFIER,,A <NPD WELLBORE SIDETRACK IDENTIFIER> is an <IDENTIFIER DEFINITION> that is identifying a wellbore sidetrack on the Norwegian Continental Shelf. The format is given by the <NPD> guidelines for designation of wells and wellbores
OPERATOR WELLBORE DESIGNATION CODE ACCORDING TO NPD GUDELINES,IDENTIFIER,,"An <OPERATOR WELLBORE DESIGNATION CODE ACCORDING TO NPD GUDELINES> is an <IDENTIFIER DEFINITION> for the identification of a wellbore that is given by the operator, based on NPD guidelines"
PHYSICAL LABEL,IDENTIFIER,,A <PHYSICAL LABEL> is a <ARTEFACT> and an <IDENTIFIER> intended to be attached to an item for the purpose of identification
WITSML TUBULAR IDENTIFIER DEFINITION,IDENTIFIER,,A <WITSML TUBULAR IDENTIFIER DEFINITION> is an <IDENTIFIER DEFINITION> that defines the rules for an identification for a tubular assembly that is linked to the activity in question
IGNITOR,,"IGNITION UNIT, FLINT IGNITOR, SPARKING PLUG, ignitor",An <IGNITOR> is a <FunctionalObject> that has a capability of <IGNITING>
FLINT IGNITOR,IGNITOR,,A <FLINT IGNITOR> is an <ARTEFACT> and a <IGNITOR> which produces a spark by striking a flint
IGNITION UNIT,IGNITOR,,A <IGNITION UNIT> is an <ARTEFACT> and an <IGNITOR> that is intended to ignite the flame of a burner
SPARKING PLUG,IGNITOR,,A <SPARKING PLUG>  is an <ARTEFACT> and a <IGNITOR> that is fitted into the cylinder head of an internal combustion engine and used to ignite the explosive mixture in the cylinder by the discharge of a spark between two electrodes at its end
ignitor,IGNITOR,,A device which is intended to initiate a spark that ignites a combustible mixture
ILLUMINATOR,,"FLASHLIGHT, LIGHT SOURCE, LAMP, NORSOK I-001 REV3 L05 ILLUMINATOR",An <ILLUMINATOR> is a <FunctionalObject> that has a capability of <<ILLUMINATING>
FLASHLIGHT,ILLUMINATOR,,A <FLASHLIGHT> is an <ARTEFACT> and an <ILLUMINATOR> that is a small portable battery-powered electric lamp
LAMP,ILLUMINATOR,"SIGNAL LAMP, WARNING LAMP, FLUORESCENT LAMP, DIFFUSER LAMP, LIGHT BULB, BLENDED LAMP, INFRARED LAMP, lamp, ULTRAVIOLET LAMP, DISCHARGE LAMP, INCANDESCENT LAMP, LANTERN LAMP, INDICATOR LAMP","A <LAMP> is an <ILLUMINATOR>, intended to produce an optical radiation, usually visible"
lamp,LAMP,,"A physical object intended to produce an optical radiation, usually visible"
WARNING LAMP,"LAMP, ALARM SYSTEM",,A <WARNING LAMP> is an <ALARM SYSTEM> and a <LAMP> that is activated when something abnormal occurs in a system
DIFFUSER LAMP,LAMP,,A <DIFFUSER LAMP> is an <ARTEFACT> and a <LAMP> used to alter the spatial distribution of radiation and depending essentially on the phenomenon of diffusion
SIGNAL LAMP,LAMP,,"A <SIGNAL LAMP> is an <ARTEFACT> and a <LAMP> that is a means of illuminating a signal aspect, such as an electric, an oil, or a gas fuelled lamp"
INDICATOR LAMP,LAMP,,An <INDICATOR LAMP> is an <ARTEFACT> and a <LAMP> that is a luminous signal indicating operating conditions
LANTERN LAMP,LAMP,,A <LANTERN LAMP> is an <ARTEFACT> and a <LAMP> specially made for warning and information in the sea and air traffic
LIGHT BULB,LAMP,,A <LIGHT BULB> is an <ARTEFACT> and a <LAMP> that is the glass bulb-shaped container of the incandescent filament used for producing electric light
INCANDESCENT LAMP,LAMP,,An <INCANDESCENT LAMP> is an <ARTEFACT> and a <LAMP> in which electric light is produced by incandescence of a filament or strip of carbon
DISCHARGE LAMP,LAMP,,"A <DISCHARGE LAMP> is an <ARTEFACT> and a <LAMP> in which the light is produced, directly or indirectly, by an electric discharge through a gas, a metal vapour or mixture of several gases and vapours"
BLENDED LAMP,LAMP,,A <BLENDED LAMP> is an <ARTEFACT> and a <LAMP> containing in the same bulb a mercury vapour lamp and an <INCANDESCENT LAMP> filament connected in series
FLUORESCENT LAMP,LAMP,,"A <FLUORESCENT LAMP> is an <ARTEFACT> and a <LAMP> that is electric and usually tubular, and that has a coating of fluorescent material on its inner surface and containing mercury vapor whose bombardment by electrons from the cathode provides ultraviolet light which causes the material to emit visible light"
INFRARED LAMP,LAMP,,"An <INFRARED LAMP> is an <ARTEFACT> and a <LAMP> that radiates especially strongly in the infrared, the visible radiation produced, if any, not being of direct interest"
ULTRAVIOLET LAMP,LAMP,,"An <ULTRAVIOLET LAMP> is an <ARTEFACT> and a <LAMP> that radiates especially strongly in the ultraviolet, the visible radiation produced, if any, not being of direct interest"
LIGHT SOURCE,ILLUMINATOR,INFRARED LIGHT SOURCE,A <LIGHT SOURCE> is an <ILLUMINATOR> and that is serving as a source of illumination
INFRARED LIGHT SOURCE,LIGHT SOURCE,,An <INFRARED LIGHT SOURCE> is an <ARTEFACT> and a <LIGHT SOURCE> that generates an infrared light beam
NORSOK I-001 REV3 L05 ILLUMINATOR,ILLUMINATOR,,"A <NORSOK I-001 REV3 L05 ILLUMINATOR> is an <ARTEFACT> and a <ILLUMINATOR> conforming to the specification NORSOK I-001, L05, Rev 3, April 2000"
IMAGE,,"PHOTOGRAM, VIDEO DEVICE, STILL IMAGE, SONOGRAM, ILLUSTRATION, PHOTOGRAPH, VIDEO CAMERA, LASER SCAN IMAGE, X-RAY IMAGE","An <IMAGE> is a <FunctionalObject> that serves various purposes, including communication, documentation, artistic expression, education, representation, entertainment, and scientific analysis. It bridges the gap between abstract concepts and tangible understanding, making it an essential component of human experience and culture"
ILLUSTRATION,IMAGE,,"An <ILLUSTRATION> is an <IMAGE> that is a decoration, interpretation or visual explanation of a text, concept or process, designed for integration in an <InformationObject>"
LASER SCAN IMAGE,IMAGE,,A <LASER SCAN IMAGE> is an <IMAGE>  that is a digital capture of the shape of physical objects using a line of laser light
PHOTOGRAM,IMAGE,,A <PHOTOGRAM> is an <IMAGE> that is a photographic image made without a camera by placing objects directly onto the surface of a light-sensitive material such as photographic paper and then exposing it to light
PHOTOGRAPH,IMAGE,AEROPHOTO,A <PHOTOGRAPH> is an <IMAGE> that is obtained by means of photography
AEROPHOTO,PHOTOGRAPH,,An <AEROPHOTO> is a <PHOTOGRAPH> taken from an airborne craft
SONOGRAM,IMAGE,,A <SONOGRAM> is an <IMAGE> created with sound waves to create pictures of structures inside a body
STILL IMAGE,IMAGE,,"A <STILL IMAGE> is an <IMAGE> that is a single static image, extracted from a video"
